,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,1.0,1,6,16,16,61,1,2,9,8,26,3.0,6,8,8,26,32,3,4,4,15,18,2
0,2.5,7,5,10,36,39,4,2,5,20,16,3.5,16,4,3,67,32,8,1,3,25,16,1
0,2.5,8,7,7,35,34,5,4,3,24,17,4.5,12,9,2,37,19,5,5,2,18,11,0
0,2.0,8,9,5,35,25,4,6,1,21,12,3.5,4,5,13,23,43,2,3,6,13,24,1
0,2.0,5,6,12,21,41,1,3,7,11,20,1.0,8,9,6,40,36,3,5,3,20,21,2
0,4.0,11,9,3,46,32,6,5,0,21,12,2.5,7,5,10,36,39,3,3,5,16,23,1
0,3.5,12,3,8,48,31,6,2,3,25,14,2.5,8,7,7,35,34,3,3,4,11,17,1
0,3.5,8,8,7,44,36,2,6,3,19,17,2.0,10,7,5,40,24,5,3,3,17,9,0
0,3.0,6,8,8,26,32,3,4,4,11,14,0.5,5,3,14,18,41,1,3,7,8,22,1
0,5.0,15,5,3,43,20,10,1,1,24,9,1.0,1,6,16,16,61,0,4,7,8,35,1
0,4.5,12,9,2,37,19,7,4,0,19,8,1.5,6,5,11,22,35,3,2,5,10,15,0
0,3.5,16,4,3,67,32,8,3,0,42,16,0.5,4,6,13,26,42,2,4,6,15,19,1
0,0.5,4,6,13,26,42,2,2,7,11,23,3.5,8,8,7,44,36,6,2,4,25,19,2
0,2.5,8,7,7,35,34,5,4,3,24,17,3.0,6,8,8,26,32,3,4,4,15,18,0
0,3.5,4,5,13,23,43,2,2,7,10,19,2.0,10,7,5,40,24,5,3,3,17,9,2
0,2.5,7,5,10,36,39,4,2,5,20,16,3.5,12,3,8,48,31,6,1,5,23,17,2
0,1.5,6,5,11,22,35,3,3,6,12,20,5.0,15,5,3,43,20,5,4,2,19,11,2
0,0.5,5,3,14,18,41,4,0,7,10,19,3.5,16,4,3,67,32,8,1,3,25,16,2
0,1.0,8,9,6,40,36,5,4,3,20,15,4.5,12,9,2,37,19,5,5,2,18,11,0
0,2.0,5,6,12,21,41,1,3,7,11,20,4.0,11,9,3,46,32,5,4,3,25,20,0
0,1.0,1,6,16,16,61,1,2,9,8,26,2.0,8,9,5,35,25,4,3,4,14,13,0
0,3.5,8,8,7,44,36,2,6,3,19,17,2.0,5,6,12,21,41,4,3,5,10,21,0
0,3.5,16,4,3,67,32,8,3,0,42,16,4.0,11,9,3,46,32,5,4,3,25,20,1
0,3.5,4,5,13,23,43,2,2,7,10,19,1.0,8,9,6,40,36,3,5,3,20,21,2
0,2.0,8,9,5,35,25,4,6,1,21,12,2.5,8,7,7,35,34,3,3,4,11,17,0
0,5.0,15,5,3,43,20,10,1,1,24,9,0.5,4,6,13,26,42,2,4,6,15,19,1
0,3.5,12,3,8,48,31,6,2,3,25,14,1.0,1,6,16,16,61,0,4,7,8,35,1
0,4.5,12,9,2,37,19,7,4,0,19,8,0.5,5,3,14,18,41,1,3,7,8,22,1
0,3.0,6,8,8,26,32,3,4,4,11,14,2.5,7,5,10,36,39,3,3,5,16,23,0
0,2.0,10,7,5,40,24,5,4,2,23,15,1.5,6,5,11,22,35,3,2,5,10,15,1
0,1.0,1,6,16,16,61,1,2,9,8,26,3.5,8,8,7,44,36,6,2,4,25,19,0
0,2.0,5,6,12,21,41,1,3,7,11,20,3.5,16,4,3,67,32,8,1,3,25,16,2
0,4.0,11,9,3,46,32,6,5,0,21,12,3.0,6,8,8,26,32,3,4,4,15,18,0
0,0.5,5,3,14,18,41,4,0,7,10,19,3.5,12,3,8,48,31,6,1,5,23,17,2
0,1.5,6,5,11,22,35,3,3,6,12,20,3.5,4,5,13,23,43,2,3,6,13,24,1
0,1.0,8,9,6,40,36,5,4,3,20,15,5.0,15,5,3,43,20,5,4,2,19,11,1
0,2.5,8,7,7,35,34,5,4,3,24,17,2.0,10,7,5,40,24,5,3,3,17,9,2
0,0.5,4,6,13,26,42,2,2,7,11,23,4.5,12,9,2,37,19,5,5,2,18,11,0
0,2.5,7,5,10,36,39,4,2,5,20,16,2.0,8,9,5,35,25,4,3,4,14,13,2
0,3.0,6,8,8,26,32,3,4,4,11,14,2.0,5,6,12,21,41,4,3,5,10,21,0
0,3.5,8,8,7,44,36,2,6,3,19,17,4.0,11,9,3,46,32,5,4,3,25,20,0
0,3.5,4,5,13,23,43,2,2,7,10,19,1.0,1,6,16,16,61,0,4,7,8,35,0
0,1.5,6,5,11,22,35,3,3,6,12,20,0.5,4,6,13,26,42,2,4,6,15,19,2
0,2.0,8,9,5,35,25,4,6,1,21,12,0.5,5,3,14,18,41,1,3,7,8,22,1
0,5.0,15,5,3,43,20,10,1,1,24,9,2.5,8,7,7,35,34,3,3,4,11,17,1
0,3.5,12,3,8,48,31,6,2,3,25,14,3.5,16,4,3,67,32,8,1,3,25,16,2
0,4.5,12,9,2,37,19,7,4,0,19,8,2.5,7,5,10,36,39,3,3,5,16,23,1
0,2.0,10,7,5,40,24,5,4,2,23,15,1.0,8,9,6,40,36,3,5,3,20,21,1
0,1.0,1,6,16,16,61,1,2,9,8,26,4.5,12,9,2,37,19,5,5,2,18,11,2
0,1.0,8,9,6,40,36,5,4,3,20,15,1.5,6,5,11,22,35,3,2,5,10,15,0
0,3.5,16,4,3,67,32,8,3,0,42,16,3.0,6,8,8,26,32,3,4,4,15,18,0
0,0.5,5,3,14,18,41,4,0,7,10,19,2.0,10,7,5,40,24,5,3,3,17,9,2
0,2.5,7,5,10,36,39,4,2,5,20,16,3.5,8,8,7,44,36,6,2,4,25,19,0
0,4.0,11,9,3,46,32,6,5,0,21,12,5.0,15,5,3,43,20,5,4,2,19,11,0
0,0.5,4,6,13,26,42,2,2,7,11,23,3.5,12,3,8,48,31,6,1,5,23,17,2
0,2.5,8,7,7,35,34,5,4,3,24,17,3.5,4,5,13,23,43,2,3,6,13,24,2
0,2.0,5,6,12,21,41,1,3,7,11,20,2.0,8,9,5,35,25,4,3,4,14,13,2
0,4.5,12,9,2,37,19,7,4,0,19,8,3.0,6,8,8,26,32,3,4,4,15,18,1
0,3.5,12,3,8,48,31,6,2,3,25,14,2.0,5,6,12,21,41,4,3,5,10,21,2
0,3.5,8,8,7,44,36,2,6,3,19,17,3.5,16,4,3,67,32,8,1,3,25,16,2
0,1.5,6,5,11,22,35,3,3,6,12,20,2.5,8,7,7,35,34,3,3,4,11,17,0
0,2.0,8,9,5,35,25,4,6,1,21,12,4.0,11,9,3,46,32,5,4,3,25,20,0
0,5.0,15,5,3,43,20,10,1,1,24,9,0.5,5,3,14,18,41,1,3,7,8,22,1
0,1.0,8,9,6,40,36,5,4,3,20,15,1.0,1,6,16,16,61,0,4,7,8,35,1
0,2.0,10,7,5,40,24,5,4,2,23,15,0.5,4,6,13,26,42,2,4,6,15,19,0
0,3.5,4,5,13,23,43,2,2,7,10,19,2.5,7,5,10,36,39,3,3,5,16,23,0
0,0.5,4,6,13,26,42,2,2,7,11,23,2.0,8,9,5,35,25,4,3,4,14,13,1
0,2.0,5,6,12,21,41,1,3,7,11,20,4.5,12,9,2,37,19,5,5,2,18,11,0
0,4.0,11,9,3,46,32,6,5,0,21,12,3.5,12,3,8,48,31,6,1,5,23,17,0
0,0.5,5,3,14,18,41,4,0,7,10,19,3.5,4,5,13,23,43,2,3,6,13,24,1
0,2.5,8,7,7,35,34,5,4,3,24,17,1.0,8,9,6,40,36,3,5,3,20,21,0
0,3.5,16,4,3,67,32,8,3,0,42,16,5.0,15,5,3,43,20,5,4,2,19,11,0
0,3.0,6,8,8,26,32,3,4,4,11,14,3.5,8,8,7,44,36,6,2,4,25,19,2
0,1.0,1,6,16,16,61,1,2,9,8,26,2.0,10,7,5,40,24,5,3,3,17,9,2
0,2.5,7,5,10,36,39,4,2,5,20,16,1.5,6,5,11,22,35,3,2,5,10,15,1
0,4.5,12,9,2,37,19,7,4,0,19,8,4.0,11,9,3,46,32,5,4,3,25,20,1
0,3.5,12,3,8,48,31,6,2,3,25,14,3.5,8,8,7,44,36,6,2,4,25,19,2
0,1.0,8,9,6,40,36,5,4,3,20,15,0.5,4,6,13,26,42,2,4,6,15,19,0
0,2.5,8,7,7,35,34,5,4,3,24,17,0.5,5,3,14,18,41,1,3,7,8,22,1
0,3.5,4,5,13,23,43,2,2,7,10,19,2.0,5,6,12,21,41,4,3,5,10,21,2
0,5.0,15,5,3,43,20,10,1,1,24,9,3.0,6,8,8,26,32,3,4,4,15,18,1
0,2.0,8,9,5,35,25,4,6,1,21,12,3.5,16,4,3,67,32,8,1,3,25,16,0
0,1.5,6,5,11,22,35,3,3,6,12,20,1.0,1,6,16,16,61,0,4,7,8,35,0
0,2.0,10,7,5,40,24,5,4,2,23,15,2.5,7,5,10,36,39,3,3,5,16,23,1
0,4.0,11,9,3,46,32,6,5,0,21,12,1.0,8,9,6,40,36,3,5,3,20,21,0
0,3.0,6,8,8,26,32,3,4,4,11,14,3.5,12,3,8,48,31,6,1,5,23,17,2
0,0.5,4,6,13,26,42,2,2,7,11,23,3.5,4,5,13,23,43,2,3,6,13,24,0
0,3.5,8,8,7,44,36,2,6,3,19,17,2.0,8,9,5,35,25,4,3,4,14,13,0
0,1.0,1,6,16,16,61,1,2,9,8,26,2.5,8,7,7,35,34,3,3,4,11,17,2
0,3.5,16,4,3,67,32,8,3,0,42,16,4.5,12,9,2,37,19,5,5,2,18,11,1
0,0.5,5,3,14,18,41,4,0,7,10,19,1.5,6,5,11,22,35,3,2,5,10,15,2
0,2.5,7,5,10,36,39,4,2,5,20,16,5.0,15,5,3,43,20,5,4,2,19,11,2
0,2.0,5,6,12,21,41,1,3,7,11,20,2.0,10,7,5,40,24,5,3,3,17,9,2
0,2.0,8,9,5,35,25,4,6,1,21,12,3.5,12,3,8,48,31,6,1,5,23,17,1
0,1.0,1,6,16,16,61,1,2,9,8,26,0.5,5,3,14,18,41,1,3,7,8,22,2
0,1.0,8,9,6,40,36,5,4,3,20,15,2.5,7,5,10,36,39,3,3,5,16,23,2
0,3.5,4,5,13,23,43,2,2,7,10,19,3.0,6,8,8,26,32,3,4,4,15,18,2
0,1.5,6,5,11,22,35,3,3,6,12,20,4.0,11,9,3,46,32,5,4,3,25,20,2
0,5.0,15,5,3,43,20,10,1,1,24,9,2.0,5,6,12,21,41,4,3,5,10,21,0
0,2.0,10,7,5,40,24,5,4,2,23,15,3.5,16,4,3,67,32,8,1,3,25,16,2
0,2.5,8,7,7,35,34,5,4,3,24,17,0.5,4,6,13,26,42,2,4,6,15,19,1
0,4.5,12,9,2,37,19,7,4,0,19,8,3.5,8,8,7,44,36,6,2,4,25,19,1
0,2.0,5,6,12,21,41,1,3,7,11,20,1.5,6,5,11,22,35,3,2,5,10,15,2
0,4.0,11,9,3,46,32,6,5,0,21,12,2.0,10,7,5,40,24,5,3,3,17,9,1
0,3.0,6,8,8,26,32,3,4,4,11,14,2.0,8,9,5,35,25,4,3,4,14,13,2
0,0.5,5,3,14,18,41,4,0,7,10,19,1.0,8,9,6,40,36,3,5,3,20,21,2
0,2.5,7,5,10,36,39,4,2,5,20,16,2.5,8,7,7,35,34,3,3,4,11,17,2
0,0.5,4,6,13,26,42,2,2,7,11,23,1.0,1,6,16,16,61,0,4,7,8,35,1
0,3.5,8,8,7,44,36,2,6,3,19,17,5.0,15,5,3,43,20,5,4,2,19,11,2
0,3.5,12,3,8,48,31,6,2,3,25,14,4.5,12,9,2,37,19,5,5,2,18,11,1
0,3.5,16,4,3,67,32,8,3,0,42,16,3.5,4,5,13,23,43,2,3,6,13,24,1
0,1.0,8,9,6,40,36,5,4,3,20,15,3.5,16,4,3,67,32,8,1,3,25,16,1
0,1.0,1,6,16,16,61,1,2,9,8,26,2.5,7,5,10,36,39,3,3,5,16,23,1
0,2.0,10,7,5,40,24,5,4,2,23,15,3.0,6,8,8,26,32,3,4,4,15,18,0
0,2.5,8,7,7,35,34,5,4,3,24,17,2.0,5,6,12,21,41,4,3,5,10,21,1
0,3.5,4,5,13,23,43,2,2,7,10,19,4.0,11,9,3,46,32,5,4,3,25,20,2
0,2.0,8,9,5,35,25,4,6,1,21,12,4.5,12,9,2,37,19,5,5,2,18,11,0
0,5.0,15,5,3,43,20,10,1,1,24,9,3.5,12,3,8,48,31,6,1,5,23,17,2
0,1.5,6,5,11,22,35,3,3,6,12,20,3.5,8,8,7,44,36,6,2,4,25,19,2
0,0.5,5,3,14,18,41,4,0,7,10,19,0.5,4,6,13,26,42,2,4,6,15,19,1
0,2.0,8,9,5,35,25,4,6,1,21,12,2.0,10,7,5,40,24,5,3,3,17,9,1
0,2.0,5,6,12,21,41,1,3,7,11,20,0.5,4,6,13,26,42,2,4,6,15,19,0
0,3.5,12,3,8,48,31,6,2,3,25,14,3.5,4,5,13,23,43,2,3,6,13,24,0
0,3.0,6,8,8,26,32,3,4,4,11,14,1.5,6,5,11,22,35,3,2,5,10,15,1
0,4.5,12,9,2,37,19,7,4,0,19,8,5.0,15,5,3,43,20,5,4,2,19,11,0
0,2.5,7,5,10,36,39,4,2,5,20,16,0.5,5,3,14,18,41,1,3,7,8,22,0
0,3.5,8,8,7,44,36,2,6,3,19,17,1.0,8,9,6,40,36,3,5,3,20,21,0
0,3.5,16,4,3,67,32,8,3,0,42,16,2.5,8,7,7,35,34,3,3,4,11,17,1
0,4.0,11,9,3,46,32,6,5,0,21,12,1.0,1,6,16,16,61,0,4,7,8,35,1
0,1.0,8,9,6,40,36,5,4,3,20,15,3.0,6,8,8,26,32,3,4,4,15,18,1
0,0.5,4,6,13,26,42,2,2,7,11,23,2.5,7,5,10,36,39,3,3,5,16,23,2
0,2.0,10,7,5,40,24,5,4,2,23,15,3.5,12,3,8,48,31,6,1,5,23,17,1
0,3.5,4,5,13,23,43,2,2,7,10,19,4.5,12,9,2,37,19,5,5,2,18,11,2
0,1.0,1,6,16,16,61,1,2,9,8,26,2.0,5,6,12,21,41,4,3,5,10,21,2
0,0.5,5,3,14,18,41,4,0,7,10,19,3.5,8,8,7,44,36,6,2,4,25,19,1
0,2.5,8,7,7,35,34,5,4,3,24,17,4.0,11,9,3,46,32,5,4,3,25,20,0
0,1.5,6,5,11,22,35,3,3,6,12,20,3.5,16,4,3,67,32,8,1,3,25,16,2
0,5.0,15,5,3,43,20,10,1,1,24,9,2.0,8,9,5,35,25,4,3,4,14,13,1
0,1.0,8,9,6,40,36,5,4,3,20,15,3.5,12,3,8,48,31,6,1,5,23,17,1
0,0.5,5,3,14,18,41,4,0,7,10,19,4.0,11,9,3,46,32,5,4,3,25,20,2
0,2.0,10,7,5,40,24,5,4,2,23,15,4.5,12,9,2,37,19,5,5,2,18,11,2
0,2.5,8,7,7,35,34,5,4,3,24,17,3.5,8,8,7,44,36,6,2,4,25,19,1
0,3.5,4,5,13,23,43,2,2,7,10,19,5.0,15,5,3,43,20,5,4,2,19,11,1
0,1.5,6,5,11,22,35,3,3,6,12,20,2.0,8,9,5,35,25,4,3,4,14,13,1
0,0.5,4,6,13,26,42,2,2,7,11,23,3.0,6,8,8,26,32,3,4,4,15,18,2
0,1.0,1,6,16,16,61,1,2,9,8,26,3.5,16,4,3,67,32,8,1,3,25,16,2
0,2.5,7,5,10,36,39,4,2,5,20,16,2.0,5,6,12,21,41,4,3,5,10,21,1
0,3.5,8,8,7,44,36,2,6,3,19,17,3.5,4,5,13,23,43,2,3,6,13,24,1
0,4.0,11,9,3,46,32,6,5,0,21,12,0.5,4,6,13,26,42,2,4,6,15,19,1
0,3.5,12,3,8,48,31,6,2,3,25,14,1.5,6,5,11,22,35,3,2,5,10,15,1
0,3.0,6,8,8,26,32,3,4,4,11,14,1.0,1,6,16,16,61,0,4,7,8,35,0
0,3.5,16,4,3,67,32,8,3,0,42,16,2.5,7,5,10,36,39,3,3,5,16,23,1
0,2.0,8,9,5,35,25,4,6,1,21,12,1.0,8,9,6,40,36,3,5,3,20,21,0
0,5.0,15,5,3,43,20,10,1,1,24,9,2.0,10,7,5,40,24,5,3,3,17,9,1
0,2.0,5,6,12,21,41,1,3,7,11,20,0.5,5,3,14,18,41,1,3,7,8,22,1
0,4.5,12,9,2,37,19,7,4,0,19,8,2.5,8,7,7,35,34,3,3,4,11,17,1
0,0.5,4,6,13,26,42,2,2,7,11,23,3.5,16,4,3,67,32,8,1,3,25,16,2
0,1.0,1,6,16,16,61,1,2,9,8,26,5.0,15,5,3,43,20,5,4,2,19,11,2
0,2.0,10,7,5,40,24,5,4,2,23,15,3.5,8,8,7,44,36,6,2,4,25,19,1
0,2.5,8,7,7,35,34,5,4,3,24,17,3.5,12,3,8,48,31,6,1,5,23,17,1
0,3.5,4,5,13,23,43,2,2,7,10,19,2.0,8,9,5,35,25,4,3,4,14,13,1
0,1.5,6,5,11,22,35,3,3,6,12,20,4.5,12,9,2,37,19,5,5,2,18,11,2
0,1.0,8,9,6,40,36,5,4,3,20,15,2.0,5,6,12,21,41,4,3,5,10,21,2
0,2.5,7,5,10,36,39,4,2,5,20,16,4.0,11,9,3,46,32,5,4,3,25,20,2
0,5.0,15,5,3,43,20,10,1,1,24,9,1.5,6,5,11,22,35,3,2,5,10,15,1
0,3.5,12,3,8,48,31,6,2,3,25,14,2.5,7,5,10,36,39,3,3,5,16,23,0
0,3.5,8,8,7,44,36,2,6,3,19,17,0.5,4,6,13,26,42,2,4,6,15,19,0
0,3.0,6,8,8,26,32,3,4,4,11,14,2.5,8,7,7,35,34,3,3,4,11,17,0
0,2.0,10,7,5,40,24,5,4,2,23,15,3.5,4,5,13,23,43,2,3,6,13,24,0
0,2.0,8,9,5,35,25,4,6,1,21,12,1.0,1,6,16,16,61,0,4,7,8,35,0
0,4.0,11,9,3,46,32,6,5,0,21,12,2.0,5,6,12,21,41,4,3,5,10,21,1
0,4.5,12,9,2,37,19,7,4,0,19,8,1.0,8,9,6,40,36,3,5,3,20,21,0
0,3.5,16,4,3,67,32,8,3,0,42,16,0.5,5,3,14,18,41,1,3,7,8,22,0
0,0.5,5,3,14,18,41,4,0,7,10,19,4.5,12,9,2,37,19,5,5,2,18,11,2
0,2.0,5,6,12,21,41,1,3,7,11,20,3.5,8,8,7,44,36,6,2,4,25,19,2
0,4.0,11,9,3,46,32,6,5,0,21,12,3.5,16,4,3,67,32,8,1,3,25,16,1
0,1.0,8,9,6,40,36,5,4,3,20,15,3.5,4,5,13,23,43,2,3,6,13,24,2
0,2.5,8,7,7,35,34,5,4,3,24,17,2.0,8,9,5,35,25,4,3,4,14,13,2
0,1.0,1,6,16,16,61,1,2,9,8,26,3.5,12,3,8,48,31,6,1,5,23,17,2
0,1.5,6,5,11,22,35,3,3,6,12,20,2.0,10,7,5,40,24,5,3,3,17,9,0
0,0.5,4,6,13,26,42,2,2,7,11,23,5.0,15,5,3,43,20,5,4,2,19,11,2
0,2.5,7,5,10,36,39,4,2,5,20,16,3.0,6,8,8,26,32,3,4,4,15,18,1
0,3.0,6,8,8,26,32,3,4,4,11,14,4.0,11,9,3,46,32,5,4,3,25,20,1
0,3.5,12,3,8,48,31,6,2,3,25,14,0.5,5,3,14,18,41,1,3,7,8,22,1
0,3.5,8,8,7,44,36,2,6,3,19,17,1.0,1,6,16,16,61,0,4,7,8,35,1
0,3.5,16,4,3,67,32,8,3,0,42,16,2.0,5,6,12,21,41,4,3,5,10,21,1
0,4.5,12,9,2,37,19,7,4,0,19,8,0.5,4,6,13,26,42,2,4,6,15,19,1
0,5.0,15,5,3,43,20,10,1,1,24,9,1.0,8,9,6,40,36,3,5,3,20,21,1
0,2.5,6,7,10,25,35,5,4,3,14,11,3.0,3,11,9,33,41,3,4,5,19,22,1
0,2.0,9,8,7,31,27,6,3,3,18,12,3.5,13,5,5,47,35,4,2,5,16,22,1
0,1.0,2,9,13,19,47,1,5,6,5,20,2.0,13,1,8,47,25,6,0,5,19,15,2
0,4.0,6,8,9,26,33,4,3,5,18,19,0.0,3,3,17,23,55,0,2,10,9,33,1
0,2.0,9,8,6,37,34,3,5,3,15,15,0.5,3,6,14,24,41,1,3,7,11,20,0
0,3.5,13,7,3,45,20,8,2,1,23,8,2.5,9,3,11,33,34,4,2,6,14,17,1
0,2.0,15,4,4,45,28,6,3,3,24,18,3.0,7,7,10,32,37,2,4,6,11,17,1
0,3.0,3,11,9,33,41,0,7,4,14,19,3.5,12,7,4,53,31,6,4,1,23,13,2
0,2.5,9,3,11,33,34,5,1,5,19,17,2.0,6,7,10,25,42,4,2,5,13,21,2
0,0.5,3,6,14,24,41,2,3,7,13,21,3.0,13,4,7,38,32,6,2,4,20,18,2
0,4.5,16,5,2,57,24,9,1,1,32,14,2.5,6,7,10,25,35,1,3,7,11,24,1
0,2.5,6,7,11,32,43,2,4,6,14,21,2.0,9,8,6,37,34,6,3,3,22,19,2
0,2.0,9,8,7,31,27,6,3,3,18,12,3.0,6,7,10,25,33,3,4,5,16,21,1
0,2.0,13,1,8,47,25,7,1,3,28,10,4.0,6,8,9,26,33,2,5,4,8,14,1
0,0.0,3,3,17,23,55,3,1,7,14,22,2.0,15,4,4,45,28,9,1,1,21,10,2
0,3.5,13,5,5,47,35,9,3,0,31,13,3.5,13,7,3,45,20,5,5,2,22,12,0
0,3.0,7,7,10,32,37,5,3,4,21,20,1.0,2,9,13,19,47,1,4,7,14,27,1
0,3.0,6,7,10,25,33,3,3,5,9,12,2.5,6,7,11,32,43,4,3,5,18,22,2
0,2.0,6,7,10,25,42,2,5,5,12,21,4.5,16,5,2,57,24,7,4,1,25,10,2
0,3.0,13,4,7,38,32,7,2,3,18,14,3.5,12,7,4,53,31,6,4,1,23,13,2
0,2.5,6,7,10,25,35,5,4,3,14,11,2.5,9,3,11,33,34,4,2,6,14,17,2
0,2.0,9,8,6,37,34,3,5,3,15,15,0.0,3,3,17,23,55,0,2,10,9,33,1
0,3.0,6,7,10,25,33,3,3,5,9,12,3.5,13,5,5,47,35,4,2,5,16,22,2
0,3.5,12,7,4,53,31,6,3,3,30,18,0.5,3,6,14,24,41,1,3,7,11,20,1
0,3.0,13,4,7,38,32,7,2,3,18,14,4.5,16,5,2,57,24,7,4,1,25,10,0
0,1.0,2,9,13,19,47,1,5,6,5,20,2.0,9,8,7,31,27,3,5,4,13,15,1
0,2.0,6,7,10,25,42,2,5,5,12,21,3.0,7,7,10,32,37,2,4,6,11,17,1
0,2.0,15,4,4,45,28,6,3,3,24,18,2.5,6,7,11,32,43,4,3,5,18,22,1
0,2.0,13,1,8,47,25,7,1,3,28,10,3.5,12,7,4,53,31,6,4,1,23,13,1
0,4.5,16,5,2,57,24,9,1,1,32,14,2.0,15,4,4,45,28,9,1,1,21,10,2
0,2.5,9,3,11,33,34,5,1,5,19,17,3.0,13,4,7,38,32,6,2,4,20,18,1
0,0.0,3,3,17,23,55,3,1,7,14,22,3.5,13,7,3,45,20,5,5,2,22,12,0
0,3.0,7,7,10,32,37,5,3,4,21,20,2.0,9,8,6,37,34,6,3,3,22,19,2
0,3.0,3,11,9,33,41,0,7,4,14,19,0.5,3,6,14,24,41,1,3,7,11,20,2
0,2.5,6,7,11,32,43,2,4,6,14,21,2.5,6,7,10,25,35,1,3,7,11,24,0
0,3.0,6,7,10,25,33,3,3,5,9,12,1.0,2,9,13,19,47,1,4,7,14,27,1
0,3.5,13,5,5,47,35,9,3,0,31,13,2.0,6,7,10,25,42,4,2,5,13,21,1
0,2.0,9,8,7,31,27,6,3,3,18,12,4.0,6,8,9,26,33,2,5,4,8,14,0
0,2.0,9,8,6,37,34,3,5,3,15,15,3.0,3,11,9,33,41,3,4,5,19,22,0
0,3.5,12,7,4,53,31,6,3,3,30,18,2.5,9,3,11,33,34,4,2,6,14,17,2
0,4.0,6,8,9,26,33,4,3,5,18,19,4.5,16,5,2,57,24,7,4,1,25,10,2
0,3.0,13,4,7,38,32,7,2,3,18,14,3.0,7,7,10,32,37,2,4,6,11,17,1
0,0.5,3,6,14,24,41,2,3,7,13,21,0.0,3,3,17,23,55,0,2,10,9,33,1
0,1.0,2,9,13,19,47,1,5,6,5,20,2.5,6,7,11,32,43,4,3,5,18,22,0
0,2.0,6,7,10,25,42,2,5,5,12,21,2.0,13,1,8,47,25,6,0,5,19,15,2
0,2.5,6,7,10,25,35,5,4,3,14,11,3.0,6,7,10,25,33,3,4,5,16,21,1
0,3.5,13,7,3,45,20,8,2,1,23,8,2.0,9,8,7,31,27,3,5,4,13,15,0
0,2.0,15,4,4,45,28,6,3,3,24,18,3.5,13,5,5,47,35,4,2,5,16,22,0
0,0.0,3,3,17,23,55,3,1,7,14,22,3.5,12,7,4,53,31,6,4,1,23,13,2
0,4.5,16,5,2,57,24,9,1,1,32,14,1.0,2,9,13,19,47,1,4,7,14,27,0
0,3.0,7,7,10,32,37,5,3,4,21,20,0.5,3,6,14,24,41,1,3,7,11,20,1
0,3.0,6,7,10,25,33,3,3,5,9,12,2.0,15,4,4,45,28,9,1,1,21,10,2
0,3.0,3,11,9,33,41,0,7,4,14,19,3.0,13,4,7,38,32,6,2,4,20,18,2
0,2.5,6,7,11,32,43,2,4,6,14,21,3.5,13,7,3,45,20,5,5,2,22,12,2
0,2.0,13,1,8,47,25,7,1,3,28,10,2.0,9,8,6,37,34,6,3,3,22,19,2
0,3.5,13,5,5,47,35,9,3,0,31,13,2.5,6,7,10,25,35,1,3,7,11,24,1
0,2.5,9,3,11,33,34,5,1,5,19,17,4.0,6,8,9,26,33,2,5,4,8,14,0
0,2.0,9,8,7,31,27,6,3,3,18,12,2.0,6,7,10,25,42,4,2,5,13,21,1
0,4.0,6,8,9,26,33,4,3,5,18,19,3.0,3,11,9,33,41,3,4,5,19,22,2
0,2.0,9,8,6,37,34,3,5,3,15,15,3.0,6,7,10,25,33,3,4,5,16,21,0
0,0.5,3,6,14,24,41,2,3,7,13,21,2.5,9,3,11,33,34,4,2,6,14,17,1
0,2.0,6,7,10,25,42,2,5,5,12,21,2.5,6,7,11,32,43,4,3,5,18,22,2
0,1.0,2,9,13,19,47,1,5,6,5,20,2.5,6,7,10,25,35,1,3,7,11,24,0
0,3.0,13,4,7,38,32,7,2,3,18,14,3.5,13,7,3,45,20,5,5,2,22,12,0
0,3.5,12,7,4,53,31,6,3,3,30,18,4.5,16,5,2,57,24,7,4,1,25,10,0
0,3.0,3,11,9,33,41,0,7,4,14,19,0.0,3,3,17,23,55,0,2,10,9,33,0
0,4.0,6,8,9,26,33,4,3,5,18,19,3.5,13,5,5,47,35,4,2,5,16,22,2
0,3.0,7,7,10,32,37,5,3,4,21,20,2.0,13,1,8,47,25,6,0,5,19,15,2
0,2.0,15,4,4,45,28,6,3,3,24,18,2.0,9,8,7,31,27,3,5,4,13,15,0
0,0.0,3,3,17,23,55,3,1,7,14,22,3.0,13,4,7,38,32,6,2,4,20,18,2
0,2.5,6,7,11,32,43,2,4,6,14,21,3.5,12,7,4,53,31,6,4,1,23,13,0
0,3.5,13,7,3,45,20,8,2,1,23,8,0.5,3,6,14,24,41,1,3,7,11,20,1
0,2.5,6,7,10,25,35,5,4,3,14,11,2.0,6,7,10,25,42,4,2,5,13,21,2
0,4.5,16,5,2,57,24,9,1,1,32,14,3.0,3,11,9,33,41,3,4,5,19,22,1
0,3.5,13,5,5,47,35,9,3,0,31,13,1.0,2,9,13,19,47,1,4,7,14,27,1
0,2.5,9,3,11,33,34,5,1,5,19,17,3.0,7,7,10,32,37,2,4,6,11,17,2
0,2.0,9,8,7,31,27,6,3,3,18,12,2.0,9,8,6,37,34,6,3,3,22,19,2
0,3.0,6,7,10,25,33,3,3,5,9,12,4.0,6,8,9,26,33,2,5,4,8,14,1
0,2.0,13,1,8,47,25,7,1,3,28,10,2.0,15,4,4,45,28,9,1,1,21,10,2
0,2.0,9,8,6,37,34,3,5,3,15,15,4.5,16,5,2,57,24,7,4,1,25,10,2
